DOMINGO TAMARINDO MEDIA VALETA ESCOTE ULTRAINVISIBLE TALON ALTO NEGRO 	Para no afiliados: $3.37	 Para Afiliado: $3.03	Ahorro: $0.34
PACK BRONCEADOR, LABIAL Y RIMEL PHYSICIANS FORMULA 	Para no afiliados: $40.25	 Para Afiliado: $38.24	Ahorro: $2.01
LABIAL LIQUIDO CATRICE GENERATION MATT COMFORTABLE  5ML 100 LLAMA POOH	Para no afiliados: $5.39	 Para Afiliado: $5.39	Ahorro: $0.0
DELINEADOR LIQUIDO IT'S EASY  1 ML 010 CATRICE	Para no afiliados: $4.99	 Para Afiliado: $4.99	Ahorro: $0.0
ILUMINADOR BOUNZY BRONZER  7 GR 020 CATRICE	Para no afiliados: $6.29	 Para Afiliado: $6.29	Ahorro: $0.0
LABIAL CATRICE POWER PUMPLING GEL  3,3 GR 040 CONFIDENCE CODE	Para no afiliados: $5.39	 Para Afiliado: $5.39	Ahorro: $0.0
CORRECTOR ONE DROP COVERAGE WEIGHTLESS 7 ML 003	Para no afiliados: $7.29	 Para Afiliado: $7.29	Ahorro: $0.0
BRILLO LABIAL CATRICE GENERATION PLUMP & SHINE  4.3 ML 060  SPARKLING CORAL	Para no afiliados: $5.39	 Para Afiliado: $5.39	Ahorro: $0.0
LABIAL LIQUIDO CATRICE GENERATION MATT COMFORTABLE  5ML 040 MUDDY MADNESS	Para no afiliados: $5.39	 Para Afiliado: $5.39	Ahorro: $0.0
ESMALTE DE UÑAS MORE THAN NUDE 10.5 ML 03 CATRICE	Para no afiliados: $3.99	 Para Afiliado: $3.99	Ahorro: $0.0
CATRICE MASCARA DE PESTAÑAS GLAM & DOLL BOOST LASH GROWTH VOLUME  8 ML 010 ULTRA BLACK	Para no afiliados: $7.99	 Para Afiliado: $7.99	Ahorro: $0.0
CATRICE MASCARA DE PESTAÑAS PRET A VOLUME  11 ML 010 DEEP BLACK	Para no afiliados: $6.99	 Para Afiliado: $6.99	Ahorro: $0.0
BRILLO LABIAL CATRICE GENERATION PLUMP & SHINE  4.3 ML 030 SHIMERY GOLDSTONE	Para no afiliados: $5.39	 Para Afiliado: $5.39	Ahorro: $0.0
CATRICE PRIMER HD ACTIVE PREFORMANCE  15 ML 	Para no afiliados: $7.99	 Para Afiliado: $7.99	Ahorro: $0.0
LABIAL LIQUIDO CATRICE GENERATION MATT COMFORTABLE  5ML 090 GIRLS BITE BACK	Para no afiliados: $5.39	 Para Afiliado: $5.39	Ahorro: $0.0
FLORMAR TERRACOTTA BLUSH ON 044 PINK BRONZE 9GR.	Para no afiliados: $12.89	 Para Afiliado: $12.50	Ahorro: $0.39
PACK GOGO SHAMPOO 200ML MÁS ACONDICIONADOR 200ML	Para no afiliados: $5.98	 Para Afiliado: $5.00	Ahorro: $0.98
TRATAMIENTO TÍO NACHO ALOE VERA 300 ML	Para no afiliados: $7.99	 Para Afiliado: $7.99	Ahorro: $0.0
ACONDICIONADOR TIO NACHO ALOE VERA 415 ML	Para no afiliados: $7.99	 Para Afiliado: $7.99	Ahorro: $0.0
SHAMPOO TÍO NACHO ALOE VERA 415 ML	Para no afiliados: $7.99	 Para Afiliado: $7.99	Ahorro: $0.0
SUPERFOODS SHAMPOO SMOOTH OPERATOR  SHEA BUTTER VITAMIN B6 ARGAN OIL 355ML	Para no afiliados: $8.99	 Para Afiliado: $8.81	Ahorro: $0.18
SUPERFOODS CONDITIONER DAMAGE CONTROL 355ML	Para no afiliados: $8.99	 Para Afiliado: $8.81	Ahorro: $0.18
CANTU LEAVE IN CONDITIONING CREAM 12 OZ	Para no afiliados: $13.99	 Para Afiliado: $13.71	Ahorro: $0.28
CANTU SULFATE FREE HYDRATING CREAM CONDITIONER 13.5 OZ	Para no afiliados: $10.99	 Para Afiliado: $10.77	Ahorro: $0.22
CANTU SULFATE FREE CLEANSING CREAM SHAMPOO 13.5 OZ	Para no afiliados: $10.99	 Para Afiliado: $10.77	Ahorro: $0.22
SUPERFOODS CONDITIONER GET DRENCHED 355ML	Para no afiliados: $8.99	 Para Afiliado: $8.81	Ahorro: $0.18
SUPERFOODS SHAMPOO GET DRENCHED 355ML	Para no afiliados: $8.99	 Para Afiliado: $8.81	Ahorro: $0.18
SUPERFOODS CONDITIONER COLOR SHIELD  355ML	Para no afiliados: $8.99	 Para Afiliado: $8.81	Ahorro: $0.18
CANTÚ MOISTURIZING CURL ACTIVATOR CREAM 12 OZ	Para no afiliados: $14.99	 Para Afiliado: $14.69	Ahorro: $0.3
CANTU DEEP TREATMENT HAIR MASQUE 1.75OZ	Para no afiliados: $2.99	 Para Afiliado: $2.93	Ahorro: $0.06
SUPERFOODS SHAMPOO COLOR SHIELD  355ML	Para no afiliados: $8.99	 Para Afiliado: $8.81	Ahorro: $0.18
SUPERFOODS SHAMPOO DAMAGE CONTROL 355ML	Para no afiliados: $8.99	 Para Afiliado: $8.81	Ahorro: $0.18
SUPERFOODS CONDITIONER SMOOTH OPERATOR 355ML	Para no afiliados: $8.99	 Para Afiliado: $8.81	Ahorro: $0.18
SHAMPOO MEDICADO BASSA PSOREX 120 ML	Para no afiliados: $12.30	 Para Afiliado: $12.05	Ahorro: $0.25
NATURALIUM MASCARILLA CAPILAR KARITE Y MACADAMIA 200 ML 	Para no afiliados: $7.77	 Para Afiliado: $6.99	Ahorro: $0.78
NATURALIUM SHAMPOO ALMENDRA Y PISTACHO 400 ML	Para no afiliados: $5.54	 Para Afiliado: $4.99	Ahorro: $0.55
NATURALIUM SHAMPOO MANGO 400 ML 	Para no afiliados: $5.54	 Para Afiliado: $4.99	Ahorro: $0.55
NATURALIUM SHAMPOO HIERBABUENA Y LIMÓN 400 ML 	Para no afiliados: $5.54	 Para Afiliado: $4.99	Ahorro: $0.55
NATURALIUM MASCARILLA CAPILAR COCO 200 ML 	Para no afiliados: $7.77	 Para Afiliado: $6.99	Ahorro: $0.78
NATURALIUM SHAMPOO COCO 400 ML	Para no afiliados: $5.54	 Para Afiliado: $4.99	Ahorro: $0.55
NATURALIUM SHAMPOO VAINILLA 400 ML 	Para no afiliados: $5.54	 Para Afiliado: $4.99	Ahorro: $0.55
ACONDICIONADOR TIO NACHO ALOE VERA 415 ML	Para no afiliados: $7.99	 Para Afiliado: $7.99	Ahorro: $0.0
SUPERFOODS CONDITIONER DAMAGE CONTROL 355ML	Para no afiliados: $8.99	 Para Afiliado: $8.81	Ahorro: $0.18
CANTU LEAVE IN CONDITIONING CREAM 12 OZ	Para no afiliados: $13.99	 Para Afiliado: $13.71	Ahorro: $0.28
CANTU SULFATE FREE HYDRATING CREAM CONDITIONER 13.5 OZ	Para no afiliados: $10.99	 Para Afiliado: $10.77	Ahorro: $0.22
SUPERFOODS CONDITIONER GET DRENCHED 355ML	Para no afiliados: $8.99	 Para Afiliado: $8.81	Ahorro: $0.18
SUPERFOODS CONDITIONER COLOR SHIELD  355ML	Para no afiliados: $8.99	 Para Afiliado: $8.81	Ahorro: $0.18
SUPERFOODS CONDITIONER SMOOTH OPERATOR 355ML	Para no afiliados: $8.99	 Para Afiliado: $8.81	Ahorro: $0.18
ACONDICIONADOR HEAD & SHOULDERS PROTECCIÓN CAIDA 300 ML	Para no afiliados: $9.68	 Para Afiliado: $9.35	Ahorro: $0.33
ACONDICIONADOR DOVE HIDRATACIÓN INTENSA 400ML	Para no afiliados: $7.45	 Para Afiliado: $7.20	Ahorro: $0.25
ACONDICIONADOR HEAD & SHOULDERS PROTECCIÓN CAIDA 150 ML	Para no afiliados: $5.62	 Para Afiliado: $5.45	Ahorro: $0.17
ACONDICIONADOR AVADIA ORTIGA MUJER ANTICAÍDA 400ML	Para no afiliados: $7.20	 Para Afiliado: $6.97	Ahorro: $0.23
ACONDICIONADOR BIOLANS RECONSTRUCCION COLÁGENO Y CERAMIDAS 160ML	Para no afiliados: $3.75	 Para Afiliado: $3.65	Ahorro: $0.1
ACONDICIONADOR BIOLANS HIDRATACION ACEITE DE OLIVA&ARGÁN 160ML	Para no afiliados: $3.75	 Para Afiliado: $3.65	Ahorro: $0.1
ACONDICIONADOR BIOLANS CRECIMIENTO ORTIGA & COLA DE CABALLO 160ML	Para no afiliados: $3.75	 Para Afiliado: $3.65	Ahorro: $0.1
ACONDICIONADOR HYDRA MACADAMIA BE NATURAL 350ML	Para no afiliados: $5.99	 Para Afiliado: $5.92	Ahorro: $0.07
ACONDICIONADOR REPAIR ARGAN BE NATURAL 350ML	Para no afiliados: $5.99	 Para Afiliado: $5.92	Ahorro: $0.07
ACONDICIONADOR LISSO KERATINA BE NATURAL 350ML	Para no afiliados: $5.99	 Para Afiliado: $5.92	Ahorro: $0.07
ACONDICIONADOR NUTRI QUINUA BE NATURAL 350ML	Para no afiliados: $5.99	 Para Afiliado: $5.92	Ahorro: $0.07
ACONDICIONADOR BLUE BERRY BE NATURAL 350ML	Para no afiliados: $9.99	 Para Afiliado: $9.85	Ahorro: $0.14
ACONDICIONADOR ACLARANTE BE NATURAL GOLD MANZANILLA 350 ML	Para no afiliados: $7.49	 Para Afiliado: $7.39	Ahorro: $0.1
ACONDICIONADOR REVITA HAIR STIMULATING  205ML	Para no afiliados: $31.00	 Para Afiliado: $30.38	Ahorro: $0.62
ACONDICIONADOR FINESSE RESTORE 384 ML	Para no afiliados: $7.45	 Para Afiliado: $7.21	Ahorro: $0.24
ACONDICIONAD JOHN FRIEDA ESPRESSO LIGHT REFLECTING 250	Para no afiliados: $9.60	 Para Afiliado: $9.27	Ahorro: $0.33
ACONDICIONAD TIO NACHO ACLARANTE 415ML	Para no afiliados: $7.99	 Para Afiliado: $7.99	Ahorro: $0.0
ACONDICIONAD PANTENE HIDRO-CAUTERIZACION 400 ML	Para no afiliados: $9.10	 Para Afiliado: $8.02	Ahorro: $1.08
ESMALTE DE UÑAS GLITTER ON GLITTER OFF PEEL OFF 8 ML 06 ESSENCE	Para no afiliados: $3.19	 Para Afiliado: $3.09	Ahorro: $0.1
ESMALTE DE UÑAS GLITTER ON GLITTER OFF PEEL OFF 8 ML 03 ESSENCE	Para no afiliados: $3.19	 Para Afiliado: $3.09	Ahorro: $0.1
ESMALTE DE UÑAS GLITTER ON GLITTER OFF PEEL OFF 8 ML 05 ESSENCE	Para no afiliados: $3.19	 Para Afiliado: $3.09	Ahorro: $0.1
ESMALTE UÑAS ICONAILS CATRICE GEL LACQUER 10,5ML 63	Para no afiliados: $2.69	 Para Afiliado: $2.61	Ahorro: $0.08
ESMALTE UÑAS ICONAILS CATRICE GEL LACQUER 10,5ML 51	Para no afiliados: $2.69	 Para Afiliado: $2.61	Ahorro: $0.08
SET ESMALTES NAIL OBSESSED 12 PIEZAS	Para no afiliados: $9.20	 Para Afiliado: $9.02	Ahorro: $0.18
SOLUCIÓN L'ACTION REPARADOR DE UÑAS 	Para no afiliados: $8.88	 Para Afiliado: $8.14	Ahorro: $0.74
SET MANICURE 6 PIEZAS BEAUTY100	Para no afiliados: $12.44	 Para Afiliado: $11.20	Ahorro: $1.24
PINZA ANGULAR DE METAL BEAUTY100	Para no afiliados: $2.77	 Para Afiliado: $2.49	Ahorro: $0.28
SET MANICURE 4 PIEZAS BEAUTY100	Para no afiliados: $6.66	 Para Afiliado: $5.99	Ahorro: $0.67
LIMA DE UÑAS SAFIRO BEAUTY100	Para no afiliados: $2.21	 Para Afiliado: $1.99	Ahorro: $0.22
LIMA DE UÑAS 3 EN 1 BEAUTY100	Para no afiliados: $3.88	 Para Afiliado: $3.49	Ahorro: $0.39
CORTADOR DE CUTICULA TIPO ALICATE BEAUTY100	Para no afiliados: $16.10	 Para Afiliado: $14.49	Ahorro: $1.61
SET LIMAS X2 BEAUTY100	Para no afiliados: $2.77	 Para Afiliado: $2.49	Ahorro: $0.28
CORTAUÑAS DE METAL PARA MANOS BEAUTY100	Para no afiliados: $1.94	 Para Afiliado: $1.75	Ahorro: $0.19
LIMA BLOQUE 4EN1 BEAUTY100	Para no afiliados: $3.32	 Para Afiliado: $2.99	Ahorro: $0.33
SET PEDICURE 6 PIEZAS BEAUTY100	Para no afiliados: $12.44	 Para Afiliado: $11.20	Ahorro: $1.24
CORTACUTICULA BASICO BEAUTY100	Para no afiliados: $1.94	 Para Afiliado: $1.75	Ahorro: $0.19
SET MANICURE BEAUTY100 	Para no afiliados: $12.44	 Para Afiliado: $11.20	Ahorro: $1.24
PACK LIMA DE UÑAS DE CARTÓN X20 BEAUTY100	Para no afiliados: $3.88	 Para Afiliado: $3.49	Ahorro: $0.39
SET PINZAS X2 BEAUTY100	Para no afiliados: $3.88	 Para Afiliado: $3.49	Ahorro: $0.39
PACK CORTAUÑAS DE METAL BEAUTY100	Para no afiliados: $3.88	 Para Afiliado: $3.49	Ahorro: $0.39
CORTAUÑAS DE METAL PARA PIES BEAUTY100 	Para no afiliados: $2.77	 Para Afiliado: $2.49	Ahorro: $0.28
ESMALTE DE UÑAS GLITTER ON GLITTER OFF PEEL OFF 8 ML 04 ESSENCE	Para no afiliados: $3.19	 Para Afiliado: $3.09	Ahorro: $0.1
PRODUCTOS PRINCESS FEET MINI PLANTILLA PARA TALON	Para no afiliados: $5.55	 Para Afiliado: $5.16	Ahorro: $0.39
PRODUCTOS PRINCESS FEET PROTECTOR TALON	Para no afiliados: $5.55	 Para Afiliado: $5.16	Ahorro: $0.39
PRODUCTOS PRINCESS FEET MINI ALMOHADILLAS PROTECTORAS	Para no afiliados: $5.55	 Para Afiliado: $5.16	Ahorro: $0.39
PRODUCTOS PRINCESS FEET MINIPLANTILLA DELANTERA	Para no afiliados: $5.55	 Para Afiliado: $5.16	Ahorro: $0.39
LIMA PARA PIES TRIM SUPERFICIE SUAVE 06641	Para no afiliados: $7.92	 Para Afiliado: $7.37	Ahorro: $0.55
CUIDADO UNAS FREESTYLE B-4917-9 TIJERA PEQ	Para no afiliados: $2.50	 Para Afiliado: $2.30	Ahorro: $0.2
PROFOOT - ALINEADOR DEDOS FLEX - TASTIC	Para no afiliados: $14.04	 Para Afiliado: $13.76	Ahorro: $0.28
UÑAS POSTIZAS CALA FASHION FRENCH X24	Para no afiliados: $4.49	 Para Afiliado: $4.18	Ahorro: $0.31
CUIDADO UNAS TRIM EASY HOLD LIMA ZAFIRO 7-86B	Para no afiliados: $3.11	 Para Afiliado: $2.89	Ahorro: $0.22
ALICATES FREESTYLE DLXW PATA CABRA C/CUTICULA	Para no afiliados: $1.82	 Para Afiliado: $1.69	Ahorro: $0.13
ALICATES FREESTYLE B-4917-10 ALICATE UÑAS	Para no afiliados: $8.54	 Para Afiliado: $7.94	Ahorro: $0.6
QUITA ESMALTE SALMA HIDRATANTE 150 ML	Para no afiliados: $3.10	 Para Afiliado: $3.01	Ahorro: $0.09
QUITA ESMALTE SALMA ENDURECEDOR 150 ML	Para no afiliados: $3.10	 Para Afiliado: $3.01	Ahorro: $0.09
CUIDADO UNAS SALLY HANSEN TRIPLE FUERZA DE UÑAS	Para no afiliados: $12.78	 Para Afiliado: $11.89	Ahorro: $0.89
AIRBRUSH SALLY HANSEN LEGS MEDIUM GLOW 127.7 G	Para no afiliados: $22.99	 Para Afiliado: $21.38	Ahorro: $1.61
AIRBRUSH SALLY HANSEN LEGS TAN GLOW 124.7 G	Para no afiliados: $22.99	 Para Afiliado: $21.38	Ahorro: $1.61
PRODUCTOS PRINCESS FEET PLANTILLAS TELA	Para no afiliados: $8.89	 Para Afiliado: $8.27	Ahorro: $0.62
PRODUCTOS PRINCESS FEET PLANTILLA DELANTERA TELA	Para no afiliados: $5.55	 Para Afiliado: $5.16	Ahorro: $0.39
UÑAS POSTIZAS CALA FRENCH GLAMOUR 87839 X24	Para no afiliados: $5.00	 Para Afiliado: $4.65	Ahorro: $0.35
QUITA ESMALTE. LATURI F/30 ML.	Para no afiliados: $0.85	 Para Afiliado: $0.84	Ahorro: $0.01
CUIDADO UNAS TRIM LIMA MANIC. ZAFIRO 2629K-979B	Para no afiliados: $2.45	 Para Afiliado: $2.28	Ahorro: $0.17
ALICATES TRIM ALICATE P/CUTICULA 2617-105B	Para no afiliados: $17.17	 Para Afiliado: $15.97	Ahorro: $1.2
CUIDADO UNAS TRIM REMOVEDOR CUTICULA 2518-1214B	Para no afiliados: $2.39	 Para Afiliado: $2.22	Ahorro: $0.17
TIJERA PARA CUTÍCULA TRIM NAIL CARE 00231	Para no afiliados: $8.19	 Para Afiliado: $7.62	Ahorro: $0.57
CUIDADO UNAS TRIM TIJERA CORTAUNAS 2616-104B	Para no afiliados: $8.19	 Para Afiliado: $7.62	Ahorro: $0.57
CORTA UNAS TRIM CORTAUNAS GDE.-PIE 4-69B	Para no afiliados: $3.28	 Para Afiliado: $3.05	Ahorro: $0.23
QUITA ESMALTE CUTEX REGULAR  50 ML.	Para no afiliados: $2.35	 Para Afiliado: $2.12	Ahorro: $0.23
CORTA UNAS TRIM CORTAUNAS PEQ. 1-60B	Para no afiliados: $1.93	 Para Afiliado: $1.79	Ahorro: $0.14
SETS MANICURE PEDICURE TRIM JUEGO MANICURE FAMILIAR TP-75	Para no afiliados: $6.68	 Para Afiliado: $6.21	Ahorro: $0.47
QUITAESMALTE REY PARA ESMALTES SECOS 	Para no afiliados: $1.84	 Para Afiliado: $1.77	Ahorro: $0.07
CORTA UÑAS TRIM PIES NEATFEET 01199	Para no afiliados: $5.11	 Para Afiliado: $4.75	Ahorro: $0.36
QUITA ESMALTE CUTEX HUMECTANTE 50 ML.	Para no afiliados: $2.35	 Para Afiliado: $2.26	Ahorro: $0.09
QUITA ESMALTE CUTEX ENDURECEDOR 50 ML	Para no afiliados: $2.35	 Para Afiliado: $2.26	Ahorro: $0.09
TRIM CUIDADO PIES CORTA CALLOS 12-39FC	Para no afiliados: $10.14	 Para Afiliado: $9.43	Ahorro: $0.71
CUIDADO UNAS TRIM LIMA PROFESIONAL NEGRA CB-02	Para no afiliados: $4.47	 Para Afiliado: $4.16	Ahorro: $0.31
LIMA DOBLE PARA PIES TRIM NEATFEET  01877	Para no afiliados: $6.84	 Para Afiliado: $6.36	Ahorro: $0.48
CUIDADO UNAS TRIM TIJERA PELUQUERO 72 10-8B	Para no afiliados: $17.32	 Para Afiliado: $16.11	Ahorro: $1.21
QUITA ESMALTE CUTEX REGULAR 200 ML.	Para no afiliados: $4.36	 Para Afiliado: $4.19	Ahorro: $0.17
QUITA ESMALTE CUTEX HUMECTANTE 200 ML	Para no afiliados: $4.36	 Para Afiliado: $4.19	Ahorro: $0.17
QUITA ESMALTE CUTEX ENDURECEDOR 200 ML.	Para no afiliados: $4.36	 Para Afiliado: $4.19	Ahorro: $0.17
QUITA ESMALTE CUTEX ENDURECEDOR 100 ML.	Para no afiliados: $3.65	 Para Afiliado: $3.50	Ahorro: $0.15
QUITA ESMALTE CUTEX REGULAR 100 ML.	Para no afiliados: $3.65	 Para Afiliado: $3.50	Ahorro: $0.15
QUITA ESMALTE CUTEX HUMECTANTE 100 ML.	Para no afiliados: $3.65	 Para Afiliado: $3.50	Ahorro: $0.15
QUITAESMALTE REY FLOR DE LIMON 80 CC	Para no afiliados: $1.84	 Para Afiliado: $1.77	Ahorro: $0.07
QUITAESMALTE REY HUMECTANTE 30 CC	Para no afiliados: $0.93	 Para Afiliado: $0.89	Ahorro: $0.04
SETS MANICURE PEDICURE TRIM SISTEMA PORTABLE MANICURE MST	Para no afiliados: $16.77	 Para Afiliado: $15.60	Ahorro: $1.17
PROFOOT - SEPARADORES DE DEDO VITA GEL	Para no afiliados: $7.24	 Para Afiliado: $7.17	Ahorro: $0.07
PROTECTORES DE CALLOS PRO FOOT PROTECTOR DE GRANOS	Para no afiliados: $4.01	 Para Afiliado: $3.97	Ahorro: $0.04
PROTECTORES DE CALLOS PRO FOOT PROTECTOR DE CALLOS	Para no afiliados: $4.01	 Para Afiliado: $3.97	Ahorro: $0.04
PROTECTORES DE DEDO PRO FOOT PROTECTOR DE DEDO GEL	Para no afiliados: $6.04	 Para Afiliado: $5.98	Ahorro: $0.06
CUIDADO DE LOS PIES TRIM PIEDRA PÓMEZ + CEPILLO DE UÑAS 04277	Para no afiliados: $4.88	 Para Afiliado: $4.54	Ahorro: $0.34
PROFOOT - TALONERA GEL HOMBRE 	Para no afiliados: $11.18	 Para Afiliado: $11.07	Ahorro: $0.11
PROFOOT - TALONERA GEL MUJER 	Para no afiliados: $11.18	 Para Afiliado: $11.07	Ahorro: $0.11
PROFOOT - PROTECTOR DE DEDO GEL ELÁSTICO	Para no afiliados: $7.24	 Para Afiliado: $7.17	Ahorro: $0.07
CUIDADO UNAS TRIM CB-01TRI LIMAS PROFESI.ROSADAS	Para no afiliados: $4.47	 Para Afiliado: $4.16	Ahorro: $0.31
PARCHES CALLICIDAS HANSAPLAST APOSITOS	Para no afiliados: $5.50	 Para Afiliado: $5.45	Ahorro: $0.05
CORTA UNAS TRIM CORTAUNAS PEQ E.HOLD 7-60/8076	Para no afiliados: $2.73	 Para Afiliado: $2.54	Ahorro: $0.19
CORTA UÑAS TRIM PIES EASYHOLD 00516	Para no afiliados: $3.61	 Para Afiliado: $3.36	Ahorro: $0.25
ALICATES TRIM ALICATE CUTICULA E.HOLD 7-65/8081	Para no afiliados: $18.59	 Para Afiliado: $17.29	Ahorro: $1.3
PROFOOT - CORRECTOR DE JUANETE	Para no afiliados: $17.28	 Para Afiliado: $17.11	Ahorro: $0.17
PROTECTORES DE CALLOS PRO FOOT PROTEC.GRANOS MICROFIBRA	Para no afiliados: $6.08	 Para Afiliado: $6.02	Ahorro: $0.06
QUITAESMALTE MILENKA CON ALOE VERA Y LANOLINA 200 ML.	Para no afiliados: $3.26	 Para Afiliado: $3.13	Ahorro: $0.13
QUITAESMALTE MILENKA ALMENDRAS Y LANOLINA 200 ML	Para no afiliados: $3.26	 Para Afiliado: $3.13	Ahorro: $0.13
LIMADOR DE UÑAS ESSENCE PROFI FILE	Para no afiliados: $1.99	 Para Afiliado: $1.93	Ahorro: $0.06
PRODUCTOS PRINCESS FEET MINIPLANTILLA ARCO PIE	Para no afiliados: $5.84	 Para Afiliado: $5.43	Ahorro: $0.41
PRODUCTOS PRINCESS FEET CINTA ANTIAMPOLLAS	Para no afiliados: $2.26	 Para Afiliado: $2.10	Ahorro: $0.16
CORTA UNAS FREESTYLE CORTAUÑAS GRANDE A/DESLIZANTE	Para no afiliados: $3.21	 Para Afiliado: $3.11	Ahorro: $0.1
CORTA UNAS FREESTYLE CORTAUÑAS PEQUEÑO A/DESLIZANTE	Para no afiliados: $2.90	 Para Afiliado: $2.81	Ahorro: $0.09
LIMAS LIMA ACRILICA	Para no afiliados: $2.00	 Para Afiliado: $1.94	Ahorro: $0.06
LIMAS LIMA METALICA GRANDE	Para no afiliados: $2.34	 Para Afiliado: $2.27	Ahorro: $0.07
PRODUCTOS PRINCESS FEET DELANTERA ULTRA FINA	Para no afiliados: $5.55	 Para Afiliado: $5.16	Ahorro: $0.39
ESMALTES MASGLO NEGRO 13.5 ML	Para no afiliados: $3.22	 Para Afiliado: $2.99	Ahorro: $0.23
QUITAESMALTE REY FLOR DE LIMON 135 ML	Para no afiliados: $3.18	 Para Afiliado: $3.05	Ahorro: $0.13
QUITAESMALTE REY FLOR DE FRESA 135 ML	Para no afiliados: $3.18	 Para Afiliado: $3.05	Ahorro: $0.13
UÑAS POSTIZAS CALA PARTY NAILS CON PEGAMENTO X12	Para no afiliados: $2.88	 Para Afiliado: $2.68	Ahorro: $0.2
CUIDADO UNAS SALLY HANSEN SALLY HARD LEMONADE	Para no afiliados: $4.09	 Para Afiliado: $3.80	Ahorro: $0.29
CUIDADO UNAS SALLY HANSEN SALLY FROZEN SOLID	Para no afiliados: $4.09	 Para Afiliado: $3.80	Ahorro: $0.29
CUIDADO UNAS SALLY HANSEN SALLY HARD CORE PARTY	Para no afiliados: $4.09	 Para Afiliado: $3.80	Ahorro: $0.29
CUIDADO UNAS SALLY HANSEN SALLY HARDLY THERE	Para no afiliados: $4.09	 Para Afiliado: $3.80	Ahorro: $0.29
CUIDADO UNAS SALLY HANSEN SALLY UNBREAKABLE HEART	Para no afiliados: $4.09	 Para Afiliado: $3.80	Ahorro: $0.29
PRODUCTOS PRINCESS FEET PLANTILLAS ULTRA COMODAS	Para no afiliados: $9.43	 Para Afiliado: $8.77	Ahorro: $0.66
PRODUCTOS PRINCESS FEET PLANTILLAS PARA TACO ALTO	Para no afiliados: $7.76	 Para Afiliado: $7.22	Ahorro: $0.54
PRODUCTOS PRINCESS FEET MINI PLANT DELANT EXTRA SUAVES	Para no afiliados: $5.55	 Para Afiliado: $5.16	Ahorro: $0.39
PRODUCTOS PRINCESS FEET PROTECTORES TALON CON TELA	Para no afiliados: $4.43	 Para Afiliado: $4.12	Ahorro: $0.31
REMOVEDOR DE CUTÍCULA TRIM 13554	Para no afiliados: $3.40	 Para Afiliado: $3.16	Ahorro: $0.24
REMOVEDOR CUTÍCULAS + LIMA DE UÑAS TRIM 02585	Para no afiliados: $4.10	 Para Afiliado: $3.81	Ahorro: $0.29
ACCES UNAS CALA 88403 FASHION FRENCH 24PC	Para no afiliados: $4.49	 Para Afiliado: $4.04	Ahorro: $0.45
CUIDADO UNAS SALLY HANSEN SALLY CLEAN CUT CLIPPER	Para no afiliados: $9.37	 Para Afiliado: $9.09	Ahorro: $0.28
CUIDADO UNAS SALLY HANSEN SALLY CONTROL GRIP CLIPPER	Para no afiliados: $10.60	 Para Afiliado: $10.28	Ahorro: $0.32
CUIDADO UNAS SALLY HANSEN SALLY CONTROL GRIP TOENAIL	Para no afiliados: $12.89	 Para Afiliado: $12.50	Ahorro: $0.39
CUIDADO UNAS SALLY HANSEN SALLY CSM SHEER ECSTASY	Para no afiliados: $14.01	 Para Afiliado: $13.59	Ahorro: $0.42
CUIDADO UNAS SALLY HANSEN SALLY EXTR.WEAR CORAL REEF	Para no afiliados: $6.87	 Para Afiliado: $6.66	Ahorro: $0.21
CUIDADO UNAS SALLY HANSEN SALLY EXTR.WEAR LACEY LILAC	Para no afiliados: $6.87	 Para Afiliado: $6.66	Ahorro: $0.21
CUIDADO UNAS SALLY HANSEN SALLY INSTADRI PUMPED UP PINK	Para no afiliados: $9.48	 Para Afiliado: $9.20	Ahorro: $0.28
CUIDADO UNAS SALLY HANSEN SH XTREME RED CARPET 390	Para no afiliados: $6.87	 Para Afiliado: $6.39	Ahorro: $0.48
CUIDADO UNAS SALLY HANSEN SH XTREME MINT SORBET	Para no afiliados: $6.87	 Para Afiliado: $6.39	Ahorro: $0.48
CUIDADO UNAS SALLY HANSEN SH XTREME WHITE ON	Para no afiliados: $6.87	 Para Afiliado: $6.39	Ahorro: $0.48
CUIDADO UNAS SALLY HANSEN SH XTREME FUCHSIA POWER	Para no afiliados: $6.87	 Para Afiliado: $6.39	Ahorro: $0.48
CUIDADO UNAS SALLY HANSEN SH XTREME BLACK OUT	Para no afiliados: $6.87	 Para Afiliado: $6.39	Ahorro: $0.48
CUIDADO UNAS SALLY HANSEN SH XTREME VIOLET VOLTAGE	Para no afiliados: $6.87	 Para Afiliado: $6.39	Ahorro: $0.48
CUIDADO UNAS SALLY HANSEN SH LIMAS-EMERY BOARD 4	Para no afiliados: $2.60	 Para Afiliado: $2.42	Ahorro: $0.18
PINZA PUNTA OBLÍCUA CALA 50788	Para no afiliados: $4.87	 Para Afiliado: $4.60	Ahorro: $0.27
ACCES UNAS CALA 70-001B CORTAUÑAS CON LIMA	Para no afiliados: $1.37	 Para Afiliado: $1.23	Ahorro: $0.14
CORTAUÑAS PARA UÑAS POSTIZAS CALA MANICURE 50792 	Para no afiliados: $8.99	 Para Afiliado: $8.09	Ahorro: $0.9
UÑAS POSTIZAS - NEGRA BRILLANTE X 24 GOMA	Para no afiliados: $9.22	 Para Afiliado: $8.71	Ahorro: $0.51
